Ticker,Address
NEO,AHS6NVhPVz5J4LvwPKv6vhqUyBaSuMq4QG
NEO,ALr3v1UKJrvJreV1ozRHFbXQxaaZ97Ekrj
FTC,0xB09991c60c991C0FCcDe4B50B1100b05b8988E2D
FTC,0xCfb597D33389A16b6D4AefbaD4bA1cE4B8648f4f
FTC,6w37xBrodALngBmT6EqzJd4cxLy4RpJzU5 
DASH,XeBZPEDeSt5fZ288GVzQ831uhq47QydbxC
DASH,XoFiVXcNNDWRcAHkR5d4BDyuBz4MuZB7EB
RDD,RfNXj1s8ZAqTAfesNgmPx2MseVK1AfDoNo
RDD,RpCksAkXzaRWcgH9AWsZxh2CgYLCVoDH4b
ONT,AFmseVrdL9f9oyCzZefL9tG6UbviEH9ugK
ONT,AG6JVMf1VHPsFjwpaXnhz8vRLpWmeqkALK
